LABELS
#use this template to change the leaf labels, or define/change the internal node names (displayed in mouseover popups)

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
#SEPARATOR SPACE
SEPARATOR COMMA

#Internal tree nodes can be specified using IDs directly, or using the 'last common ancestor' method described in iTOL help pages
#=================================================================#
#       Actual data follows after the "DATA" keyword              #
#=================================================================#
DATA
#NODE_ID,LABEL

#Examples
#define a name for an internal node
#9031|9606,Metazoa

#change the label for leaf node 9606
#9606,Homo sapiens
GCA_003149495.1,Gemmata obscuriglobus 
GCA_003577215.1_5,Candidatus Brocadia sp. AMX1
GCA_003577215.1_6,Candidatus Brocadia sp. AMX1
GCA_003577215.1_7,Candidatus Brocadia sp. AMX1
GCA_008933285.1_2,Candidatus Brocadia sp. SB37
GCA_008933285.1_3,Candidatus Brocadia sp. SB37
GCA_008933285.1_4,Candidatus Brocadia sp. SB37
GCA_011525665.1_5,Candidatus Brocadia sp. AMX1
GCA_011525665.1_4,Candidatus Brocadia sp. AMX1
GCA_011525665.1_3,Candidatus Brocadia sp. AMX1
GCA_011525665.1_6,Candidatus Brocadia sp. AMX1
GCA_011525665.1_2,Candidatus Brocadia sp. AMX1
GCA_011525665.1_7,Candidatus Brocadia sp. AMX1
GCA_011525665.1_12,Candidatus Brocadia sp. AMX1
GCA_011525665.1_11,Candidatus Brocadia sp. AMX1
GCA_011525665.1_10,Candidatus Brocadia sp. AMX1
GCA_011525665.1_8,Candidatus Brocadia sp. AMX1
GCA_011525665.1_9,Candidatus Brocadia sp. AMX1
GCA_011526495.1_3,Candidatus Brocadia sp. AMX3
GCA_011526495.1_2,Candidatus Brocadia sp. AMX3
GCA_011526495.1_4,Candidatus Brocadia sp. AMX3
GCA_011526495.1_5,Candidatus Brocadia sp. AMX3
GCA_011526495.1_6,Candidatus Brocadia sp. AMX3
GCA_011526495.1_8,Candidatus Brocadia sp. AMX3
GCA_011526495.1_7,Candidatus Brocadia sp. AMX3
GCA_013360945.1_4,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_3,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_2,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_5,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_6,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_8,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_7,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_12,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_13,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_15,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_17,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_10,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_14,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_11,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_16,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_18,Candidatus Brocadia sp. MAG_8
GCA_013360945.1_9,Candidatus Brocadia sp. MAG_8
GCA_014338225.1_4,Candidatus Brocadia sp. AMX2
GCA_014338225.1_3,Candidatus Brocadia sp. AMX2
GCA_014338225.1_2,Candidatus Brocadia sp. AMX2
GCA_014338225.1_5,Candidatus Brocadia sp. AMX2
GCA_014338225.1_6,Candidatus Brocadia sp. AMX2
GCA_014338225.1_7,Candidatus Brocadia sp. AMX2
GCA_016699285.1_2,Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
GCA_016699285.1_3,Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
GCA_016699285.1_5,Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
GCA_016699285.1_4,Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
GCA_016699285.1_6,Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
GCA_016699285.1_7,Candidatus Brocadia sp. Ega_18-Q3-R5-49_MAXAC.112v2
GCA_008501815.1_2,Candidatus Scalindua sp. amx
GCA_008501815.1_4,Candidatus Scalindua sp. amx
GCA_008501815.1_5,Candidatus Scalindua sp. amx
GCA_008501815.1_3,Candidatus Scalindua sp. amx
GCA_008501815.1_6,Candidatus Scalindua sp. amx
GCA_008501815.1_7,Candidatus Scalindua sp. amx
GCA_008501815.1_8,Candidatus Scalindua sp. amx
GCA_008501815.1_18,Candidatus Scalindua sp. amx
GCA_008501815.1_20,Candidatus Scalindua sp. amx
GCA_008501815.1_15,Candidatus Scalindua sp. amx
GCA_008501815.1_14,Candidatus Scalindua sp. amx
GCA_008501815.1_10,Candidatus Scalindua sp. amx
GCA_008501815.1_13,Candidatus Scalindua sp. amx
GCA_008501815.1_21,Candidatus Scalindua sp. amx
GCA_008501815.1_19,Candidatus Scalindua sp. amx
GCA_008501815.1_16,Candidatus Scalindua sp. amx
GCA_008501815.1_12,Candidatus Scalindua sp. amx
GCA_008501815.1_9,Candidatus Scalindua sp. amx
GCA_008501815.1_17,Candidatus Scalindua sp. amx
GCA_008501815.1_11,Candidatus Scalindua sp. amx
GCA_011050115.1_3,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_2,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_10,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_11,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_5,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_13,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_9,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_7,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_6,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_8,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_4,Candidatus Scalindua sp. HyVt-343
GCA_011050115.1_12,Candidatus Scalindua sp. HyVt-343
GCA_013139855.1_2,Candidatus Scalindua sp. GLR123
GCA_008363395.1_4,Candidatus Brocadia sp. AMX2 AMX2
GCA_008363395.1_3,Candidatus Brocadia sp. AMX2 AMX2
GCA_008363395.1_2,Candidatus Brocadia sp. AMX2 AMX2
GCA_008363395.1_5,Candidatus Brocadia sp. AMX2 AMX2
GCA_008363395.1_8,Candidatus Brocadia sp. AMX2 AMX2
GCA_008363395.1_7,Candidatus Brocadia sp. AMX2 AMX2
GCA_008363395.1_6,Candidatus Brocadia sp. AMX2 AMX2
GCA_008363445.1_5,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_4,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_6,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_2,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_3,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_7,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_8,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_11,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_9,Candidatus Jettenia sp. AMX1 AMX1
GCA_008363445.1_10,Candidatus Jettenia sp. AMX1 AMX1
GCA_005524015.1_6,Candidatus Jettenia ecosi J2
GCA_005524015.1_4,Candidatus Jettenia ecosi J2
GCA_005524015.1_5,Candidatus Jettenia ecosi J2
GCA_005524015.1_3,Candidatus Jettenia ecosi J2
GCA_005524015.1_2,Candidatus Jettenia ecosi J2
GCA_005524015.1_7,Candidatus Jettenia ecosi J2
GCA_005524015.1_8,Candidatus Jettenia ecosi J2
GCA_005524015.1_9,Candidatus Jettenia ecosi J2
GCA_011525635.1_5,Candidatus Kuenenia sp. AMX2
GCA_011525635.1_6,Candidatus Kuenenia sp. AMX2
GCA_011525635.1_4,Candidatus Kuenenia sp. AMX2
GCA_011525635.1_2,Candidatus Kuenenia sp. AMX2
GCA_011525635.1_3,Candidatus Kuenenia sp. AMX2
GCA_011525635.1_7,Candidatus Kuenenia sp. AMX2
GCA_004282735.1_2,Candidatus Brocadia sp. BROELEC01 BROELEC01
GCA_004282735.1_3,Candidatus Brocadia sp. BROELEC01 BROELEC01
GCA_004282735.1_5,Candidatus Brocadia sp. BROELEC01 BROELEC01
GCA_004282735.1_4,Candidatus Brocadia sp. BROELEC01 BROELEC01
GCA_004282735.1_6,Candidatus Brocadia sp. BROELEC01 BROELEC01
GCA_004282735.1_7,Candidatus Brocadia sp. BROELEC01 BROELEC01
GCA_004282745.1_2,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_4,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_5,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_3,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_6,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_7,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_8,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_18,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_20,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_15,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_14,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_10,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_13,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_21,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_19,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_16,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_12,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_9,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_17,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004282745.1_11,Candidatus Scalindua sp. SCAELEC01 SCAELEC01
GCA_004525105.1_3,Candidatus Brocadiae bacterium das_tool.metabat2.94
GCA_004525105.1_2,Candidatus Brocadiae bacterium das_tool.metabat2.94
GCA_007127285.1_3,Candidatus Brocadiae bacterium CSSed162cmB_341
GCA_007127285.1_2,Candidatus Brocadiae bacterium CSSed162cmB_341
GCA_007131925.1_2,Candidatus Brocadiae bacterium CSSed165cm_501
GCA_007131925.1_3,Candidatus Brocadiae bacterium CSSed165cm_501
GCA_013359215.1_2,Candidatus Brocadiae bacterium MAG_51
GCA_013359215.1_4,Candidatus Brocadiae bacterium MAG_51
GCA_013359215.1_3,Candidatus Brocadiae bacterium MAG_51
GCA_013360825.1_2,Candidatus Brocadiae bacterium MAG_16
GCA_013360825.1_3,Candidatus Brocadiae bacterium MAG_16
GCA_013360825.1_4,Candidatus Brocadiae bacterium MAG_16
GCA_016782825.1_2,Candidatus Brocadiae bacterium BS750m-G60
GCA_007753455.1_3,Planctomycetes bacterium K2D 
GCA_007753455.1_2,Planctomycetes bacterium K2D 
GCA_007753455.1_4,Planctomycetes bacterium K2D 
GCA_007753675.1_2,Planctomycetes bacterium TBK1r 
GCA_007753675.1_3,Planctomycetes bacterium TBK1r 
GCA_007748175.1_2,Gimesia aquarii 
GCA_007748175.1_3,Gimesia aquarii 
GCA_007748175.1_4,Gimesia aquarii 
GCA_007748195.1_2,Gimesia aquarii 
GCA_007748195.1_3,Gimesia aquarii 
GCA_007748195.1_4,Gimesia aquarii 
GCA_007860185.1_2,Novipirellula aureliae 
GCA_007860185.1_3,Novipirellula aureliae 
GCA_007860185.1_4,Novipirellula aureliae 
GCA_007752135.1_2,Aureliella helgolandensis 
GCA_007752135.1_4,Aureliella helgolandensis 
GCA_007752135.1_5,Aureliella helgolandensis 
GCA_007752135.1_3,Aureliella helgolandensis 
GCA_007859715.1_2,Rubinisphaera italica 
GCA_007859715.1_3,Rubinisphaera italica 
GCA_007859715.1_5,Rubinisphaera italica 
GCA_007859715.1_4,Rubinisphaera italica 
GCA_007859755.1_2,Blastopirellula retiformator 
GCA_007859755.1_3,Blastopirellula retiformator 
GCA_007859755.1_4,Blastopirellula retiformator 
GCA_007746795.1_2,Gimesia algae 
GCA_007746795.1_3,Gimesia algae 
GCA_007746795.1_4,Gimesia algae 
GCA_007746795.1_6,Gimesia algae 
GCA_007746795.1_5,Gimesia algae 
GCA_007748035.1_2,Aeoliella mucimassa 
GCA_007748035.1_3,Aeoliella mucimassa 
GCA_007748035.1_4,Aeoliella mucimassa 
GCA_007744675.1_2,Gimesia alba 
GCA_007744675.1_3,Gimesia alba 
GCA_007744675.1_4,Gimesia alba 
GCA_007752535.1_2,Tautonia plasticadhaerens 
GCA_007752535.1_4,Tautonia plasticadhaerens 
GCA_007752535.1_5,Tautonia plasticadhaerens 
GCA_007752535.1_3,Tautonia plasticadhaerens 
GCA_007748055.1_2,Planctomycetes bacterium Pan216 
GCA_007748055.1_3,Planctomycetes bacterium Pan216 
GCA_007754425.1_2,Gimesia fumaroli 
GCA_007754425.1_3,Gimesia fumaroli 
GCA_007754425.1_4,Gimesia fumaroli 
GCA_007748015.1_2,Gimesia panareensis 
GCA_007748015.1_3,Gimesia panareensis 
GCA_007748015.1_4,Gimesia panareensis 
GCA_007748155.1_2,Gimesia panareensis 
GCA_007748155.1_3,Gimesia panareensis 
GCA_007748155.1_4,Gimesia panareensis 
GCA_007751945.1_2,Gimesia panareensis 
GCA_007751945.1_3,Gimesia panareensis 
GCA_007751945.1_4,Gimesia panareensis 
GCA_007754155.1_2,Stieleria neptunia 
GCA_007754155.1_4,Stieleria neptunia 
GCA_007754155.1_3,Stieleria neptunia 
GCA_007744515.1_2,Planctomycetes bacterium Pan189 
GCA_007748075.1_2,Planctomycetes bacterium Pan265 
GCA_007745175.1_2,Caulifigura coniformis 
GCA_007745175.1_4,Caulifigura coniformis 
GCA_007745175.1_3,Caulifigura coniformis 
GCA_007748115.1_2,Bremerella volcania 
GCA_007748115.1_5,Bremerella volcania 
GCA_007748115.1_4,Bremerella volcania 
GCA_007748115.1_6,Bremerella volcania 
GCA_007748115.1_3,Bremerella volcania 
GCA_007860075.1_2,Symmachiella macrocystis 
GCA_007860075.1_3,Symmachiella macrocystis 
GCA_007860075.1_4,Symmachiella macrocystis 
GCA_007859835.1_2,Planctomycetes bacterium CA13 
GCA_007859855.1_2,Rhodopirellula solitaria 
GCA_007751715.1_2,Rosistilla oblonga 
GCA_007751715.1_3,Rosistilla oblonga 
GCA_007751715.1_4,Rosistilla oblonga 
GCA_007752755.1_2,Rosistilla oblonga 
GCA_007752755.1_3,Rosistilla oblonga 
GCA_007752755.1_4,Rosistilla oblonga 
GCA_007859945.1_2,Pseudobythopirellula maris 
GCA_007859945.1_3,Pseudobythopirellula maris 
GCA_007859945.1_4,Pseudobythopirellula maris 
GCA_007744255.1_2,Thalassoglobus polymorphus 
GCA_007744975.1_2,Symmachiella dynata 
GCA_007744975.1_3,Symmachiella dynata 
GCA_007744975.1_4,Symmachiella dynata 
GCA_007747995.1_2,Symmachiella dynata 
GCA_007747995.1_3,Symmachiella dynata 
GCA_007747995.1_4,Symmachiella dynata 
GCA_007752935.1_2,Crateriforma conspicua 
GCA_007752935.1_3,Crateriforma conspicua 
GCA_007752935.1_5,Crateriforma conspicua 
GCA_007752935.1_4,Crateriforma conspicua 
GCA_007859875.1_2,Crateriforma conspicua 
GCA_007859875.1_3,Crateriforma conspicua 
GCA_007859875.1_5,Crateriforma conspicua 
GCA_007859875.1_4,Crateriforma conspicua 
GCA_007860215.1_2,Crateriforma conspicua 
GCA_007860215.1_4,Crateriforma conspicua 
GCA_007860215.1_6,Crateriforma conspicua 
GCA_007860215.1_5,Crateriforma conspicua 
GCA_007860215.1_3,Crateriforma conspicua 
GCA_007745835.1_2,Planctomycetes bacterium MalM25 
GCA_007745835.1_3,Planctomycetes bacterium MalM25 
GCA_007859865.1_2,Rubripirellula amarantea 
GCA_007859815.1_3,Botrimarina hoheduenensis 
GCA_007859815.1_2,Botrimarina hoheduenensis 
GCA_007859955.1_2,Botrimarina colliarenosi 
GCA_007859955.1_3,Botrimarina colliarenosi 
GCA_007859955.1_4,Botrimarina colliarenosi 
GCA_007859935.1_2,Posidoniimonas polymericola 
GCA_007860015.1_2,Bythopirellula polymerisocia 
GCA_007860095.1_2,Novipirellula galeiformis 
GCA_007860095.1_3,Novipirellula galeiformis 
GCA_007860045.1_2,Stieleria varia 
GCA_007860045.1_4,Stieleria varia 
GCA_007860045.1_3,Stieleria varia 
GCA_007750395.1_2,Polystyrenella longa 
GCA_007750395.1_3,Polystyrenella longa 
GCA_007750395.1_4,Polystyrenella longa 
GCA_007750655.1_3,Planctomycetes bacterium Pla163 
GCA_007750655.1_2,Planctomycetes bacterium Pla163 
GCA_007750655.1_4,Planctomycetes bacterium Pla163 
GCA_007750855.1_2,Pirellulimonas nuda 
GCA_007750855.1_3,Pirellulimonas nuda 
GCA_007751035.1_2,Lignipirellula cremea 
GCA_007751035.1_4,Lignipirellula cremea 
GCA_007751035.1_7,Lignipirellula cremea 
GCA_007751035.1_5,Lignipirellula cremea 
GCA_007751035.1_6,Lignipirellula cremea 
GCA_007751035.1_8,Lignipirellula cremea 
GCA_007751035.1_3,Lignipirellula cremea 
GCA_007748095.1_2,Planctomycetes bacterium Pla133 
GCA_007748095.1_4,Planctomycetes bacterium Pla133 
GCA_007748095.1_5,Planctomycetes bacterium Pla133 
GCA_007748095.1_3,Planctomycetes bacterium Pla133 
GCA_007748095.1_7,Planctomycetes bacterium Pla133 
GCA_007748095.1_6,Planctomycetes bacterium Pla133 
GCA_007751255.1_2,Planctomycetes bacterium Pla86 
GCA_007751255.1_4,Planctomycetes bacterium Pla86 
GCA_007751255.1_5,Planctomycetes bacterium Pla86 
GCA_007751255.1_3,Planctomycetes bacterium Pla86 
GCA_007751255.1_7,Planctomycetes bacterium Pla86 
GCA_007751255.1_6,Planctomycetes bacterium Pla86 
GCA_007860175.1_2,Rubripirellula reticaptiva 
GCA_007860175.1_3,Rubripirellula reticaptiva 
GCA_007860105.1_2,Planctomycetes bacterium Poly21 
GCA_007860125.1_2,Rubripirellula tenax 
GCA_007860125.1_3,Rubripirellula tenax 
GCA_007860135.1_2,Novipirellula artificiosorum 
GCA_007860135.1_3,Novipirellula artificiosorum 
GCA_007753095.1_2,Rosistilla carotiformis 
GCA_007753095.1_4,Rosistilla carotiformis 
GCA_007753095.1_5,Rosistilla carotiformis 
GCA_007753095.1_3,Rosistilla carotiformis 
GCA_007751475.1_2,Planctomycetes bacterium Poly30 
GCA_007751475.1_4,Planctomycetes bacterium Poly30 
GCA_007751475.1_3,Planctomycetes bacterium Poly30 
GCA_007751475.1_8,Planctomycetes bacterium Poly30 
GCA_007751475.1_10,Planctomycetes bacterium Poly30 
GCA_007751475.1_9,Planctomycetes bacterium Poly30 
GCA_007751475.1_7,Planctomycetes bacterium Poly30 
GCA_007751475.1_5,Planctomycetes bacterium Poly30 
GCA_007751475.1_6,Planctomycetes bacterium Poly30 
GCA_007752345.1_3,Planctopirus ephydatiae 
GCA_007752345.1_2,Planctopirus ephydatiae 
GCA_007747445.1_2,Poriferisphaera corsica 
GCA_007747655.1_2,Anatilimnocola aggregata 
GCA_007747655.1_3,Anatilimnocola aggregata 
GCA_007747655.1_4,Anatilimnocola aggregata 
GCA_007747655.1_5,Anatilimnocola aggregata 
GCA_007747655.1_6,Anatilimnocola aggregata 
GCA_007753265.1_3,Botrimarina mediterranea 
GCA_007753265.1_2,Botrimarina mediterranea 
GCA_007753265.1_4,Botrimarina mediterranea 
GCA_007747215.1_2,Urbifossiella limnaea 
GCA_007746075.1_2,Lacipirellula limnantheis 
GCA_007746075.1_3,Lacipirellula limnantheis 
GCA_007745635.1_2,Planctomycetes bacterium SV_7m_r 
GCA_007747795.1_2,Maioricimonas rarisocia 
GCA_007747795.1_3,Maioricimonas rarisocia 
GCA_007747795.1_6,Maioricimonas rarisocia 
GCA_007747795.1_4,Maioricimonas rarisocia 
GCA_007747795.1_5,Maioricimonas rarisocia 
GCA_007745435.1_2,Calycomorphotria hydatis 
GCA_007860005.1_2,Candidatus Brocadiaceae bacterium B188 
GCA_007860005.1_3,Candidatus Brocadiaceae bacterium B188 
GCA_007860005.1_5,Candidatus Brocadiaceae bacterium B188 
GCA_007860005.1_4,Candidatus Brocadiaceae bacterium B188 
GCA_007860005.1_6,Candidatus Brocadiaceae bacterium B188 
GCA_007860005.1_7,Candidatus Brocadiaceae bacterium B188 
GCA_007859995.1_2,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_4,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_5,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_6,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_3,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_8,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_10,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_14,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_7,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_15,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_16,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_12,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_11,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_9,Candidatus Brocadiaceae bacterium S225 
GCA_007859995.1_13,Candidatus Brocadiaceae bacterium S225 
GCA_007859745.1_3,Phycisphaerae bacterium RAS1 
GCA_007859745.1_2,Phycisphaerae bacterium RAS1 
GCA_007753915.1_2,Phycisphaerae bacterium RAS2 
GCA_004351875.1_2,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_4,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_5,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_3,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_6,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_7,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_8,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_18,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_20,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_15,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_14,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_10,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_13,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_21,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_19,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_16,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_12,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_9,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_17,Candidatus Scalindua sp. AMX11 AMX11
GCA_004351875.1_11,Candidatus Scalindua sp. AMX11 AMX11
GCA_009002475.1_2,Planctomycetes bacterium SRT547 
GCA_008254045.1_2,Limnoglobus roseus 
GCA_008254045.1_3,Limnoglobus roseus 
GCA_009664345.1_2,Planctomycetales bacterium 10988 
GCA_009664345.1_3,Planctomycetales bacterium 10988 
GCA_009664345.1_4,Planctomycetales bacterium 10988 
GCA_008312935.1_2,Roseiconus lacunae 
GCA_008629675.1_2,Roseiconus nitratireducens 
GCA_008629675.1_3,Roseiconus nitratireducens 
GCA_007744075.1_2,Gimesia chilikensis 
GCA_007744075.1_3,Gimesia chilikensis 
GCA_007744075.1_4,Gimesia chilikensis 
GCA_007746535.1_2,Gimesia chilikensis 
GCA_007746535.1_3,Gimesia chilikensis 
GCA_007746535.1_4,Gimesia chilikensis 
GCA_007748135.1_2,Gimesia chilikensis 
GCA_007748135.1_3,Gimesia chilikensis 
GCA_007748135.1_4,Gimesia chilikensis 
GCA_008329715.1_2,Gimesia chilikensis 
GCA_008329715.1_3,Gimesia chilikensis 
GCA_008329715.1_4,Gimesia chilikensis 
GCA_009720525.1_2,Gimesia benthica 
GCA_009720525.1_4,Gimesia benthica 
GCA_009720525.1_3,Gimesia benthica 
GCA_017347445.1_4,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_3,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_5,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_2,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_6,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_7,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_8,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_14,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_17,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_15,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_12,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_10,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_13,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_11,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_9,Candidatus Brocadia pituitae 317325-1
GCA_017347445.1_16,Candidatus Brocadia pituitae 317325-1
GCA_009177095.1_2,Lacipirellula parvula 
GCA_009177095.1_3,Lacipirellula parvula 
GCA_009177095.1_4,Lacipirellula parvula 
GCA_009177065.1_2,Aquisphaera sp. JC650 
GCA_009177065.1_3,Aquisphaera sp. JC650 
GCA_009177065.1_6,Aquisphaera sp. JC650 
GCA_009177065.1_5,Aquisphaera sp. JC650 
GCA_009177065.1_4,Aquisphaera sp. JC650 
GCA_009618275.1_2,Roseimaritima sp. JC651 
GCA_010367485.1_2,Rhodopirellula sp. JC637 
GCA_017382975.1_2,Thermoguttaceae bacterium RGIG259
GCA_017384405.1_2,Thermoguttaceae bacterium RGIG113
GCA_017403345.1_2,Thermoguttaceae bacterium RGIG2001
GCA_017403345.1_3,Thermoguttaceae bacterium RGIG2001
GCA_017403455.1_2,Thermoguttaceae bacterium RGIG1254
GCA_017405595.1_2,Thermoguttaceae bacterium RGIG2308
GCA_017406045.1_2,Thermoguttaceae bacterium RGIG2286
GCA_017406765.1_2,Thermoguttaceae bacterium RGIG2250
GCA_017407125.1_2,Thermoguttaceae bacterium RGIG2232
GCA_017407125.1_3,Thermoguttaceae bacterium RGIG2232
GCA_017408405.1_2,Thermoguttaceae bacterium RGIG2165
GCA_017408405.1_3,Thermoguttaceae bacterium RGIG2165
GCA_017408785.1_2,Thermoguttaceae bacterium RGIG2145
GCA_017408785.1_3,Thermoguttaceae bacterium RGIG2145
GCA_017409285.1_2,Thermoguttaceae bacterium RGIG2125
GCA_017410995.1_2,Thermoguttaceae bacterium RGIG1313
GCA_017421965.1_2,Thermoguttaceae bacterium RGIG465
GCA_017422925.1_2,Thermoguttaceae bacterium RGIG1144
GCA_017427905.1_2,Thermoguttaceae bacterium RGIG2745
GCA_017434505.1_2,Thermoguttaceae bacterium RGIG2415
GCA_017435225.1_2,Thermoguttaceae bacterium RGIG3094
