	K20934	K20933	K20932	K20935	K10535	K00371	K00370	K00368	K15864	K03385	K15876	K03320	K02598	K00362	K00363	K00372	K02575	K02189	K02188	K02006	K02007	K02008	K03386	K00428	K05919	K22405	K00958	K00394	K00395	K21816	K02497	K03594	K03711	K02635	K02636	K22225	K22226	K22227	K05565	K05566	K05567	K05568	K05569	K05571	K05299	K15022	K00330	K00331	K00332	K00333	K00337	K00338	K00339	K00340	K00341	K00342	K00343	K05575	K05577	K05579	K05580	K05583	K00346	K00347	K00348	K00349	K00350	K00351	K03612	K03613	K03614	K03615	K03616	K03617	K02108	K02109	K02110	K02111	K02112	K02113	K02114	K02115
GCA_903881435.1												903881435v1_01607,903881435v1_00430						903881435v1_01669		903881435v1_03600		903881435v1_02325			903881435v1_03167											903881435v1_01627	903881435v1_02107	903881435v1_01452,903881435v1_02825									903881435v1_02565						903881435v1_00272	903881435v1_00273		903881435v1_03430													903881435v1_02175	903881435v1_02176	903881435v1_03019	903881435v1_00108	903881435v1_02178	903881435v1_02177	903881435v1_02201	903881435v1_02203		903881435v1_01775			903881435v1_01638	
GCA_016782885.1		016782885v1_03218	016782885v1_03348,016782885v1_02454,016782885v1_02852							016782885v1_01369	016782885v1_01370,016782885v1_01367	016782885v1_00802		016782885v1_00981						016782885v1_02927					016782885v1_02686												016782885v1_02895	016782885v1_01381,016782885v1_03178,016782885v1_02855,016782885v1_00916,016782885v1_01841							016782885v1_03652																		016782885v1_03256	016782885v1_03255	016782885v1_03254	016782885v1_03253	016782885v1_03252	016782885v1_03251	016782885v1_02661	016782885v1_02660	016782885v1_02662,016782885v1_00406	016782885v1_02663,016782885v1_00405	016782885v1_02658	016782885v1_02659	016782885v1_01477	016782885v1_01475		016782885v1_01473	016782885v1_01471	016782885v1_01474	016782885v1_01468	016782885v1_01472
GCA_903914155.1												903914155v1_03458								903914155v1_02949	903914155v1_00993	903914155v1_02950	903914155v1_01789,903914155v1_03273		903914155v1_00700							903914155v1_00921	903914155v1_01452,903914155v1_01611			903914155v1_01802	903914155v1_01679	903914155v1_01680,903914155v1_03284,903914155v1_01670,903914155v1_02537,903914155v1_02485	903914155v1_03414			903914155v1_03412,903914155v1_03413			903914155v1_01900	903914155v1_03770	903914155v1_02069	903914155v1_02068		903914155v1_02766	903914155v1_02063,903914155v1_02078	903914155v1_00119,903914155v1_02062,903914155v1_02077	903914155v1_02061,903914155v1_00118	903914155v1_00117,903914155v1_02060	903914155v1_02059	903914155v1_02058	903914155v1_02057															903914155v1_03153,903914155v1_00186			903914155v1_01170	903914155v1_01172		903914155v1_01174	903914155v1_01176	903914155v1_01173	903914155v1_01178	903914155v1_01175
GCA_903892515.1												903892515v1_02248								903892515v1_01002	903892515v1_03775	903892515v1_01003	903892515v1_01304									903892515v1_03635	903892515v1_00455			903892515v1_02920	903892515v1_00276	903892515v1_00277,903892515v1_00438,903892515v1_02837,903892515v1_03130,903892515v1_02466	903892515v1_03489			903892515v1_03487,903892515v1_03488			903892515v1_00176	903892515v1_01166	903892515v1_03471	903892515v1_03470		903892515v1_02324	903892515v1_03465,903892515v1_03480	903892515v1_03464,903892515v1_03479	903892515v1_03463	903892515v1_03462	903892515v1_03461	903892515v1_03460	903892515v1_03459														903892515v1_01105	903892515v1_01104,903892515v1_01454			903892515v1_03340	903892515v1_03338		903892515v1_03336	903892515v1_03771	903892515v1_03337	903892515v1_03773	903892515v1_03335
GCA_903873935.1														903873935v1_00174						903873935v1_00905																	903873935v1_00938	903873935v1_00937,903873935v1_02151							903873935v1_01944		903873935v1_00941	903873935v1_00942	903873935v1_00943			903873935v1_00940			903873935v1_00166																903873935v1_01883	903873935v1_01884				903873935v1_01335			903873935v1_01474	903873935v1_01336		
GCA_903876435.1		903876435v1_00062									903876435v1_00013,903876435v1_00722	903876435v1_00808		903876435v1_01914						903876435v1_01489		903876435v1_01490															903876435v1_01598	903876435v1_01597,903876435v1_01510							903876435v1_01404,903876435v1_01576	903876435v1_01223	903876435v1_01018	903876435v1_01019	903876435v1_01020	903876435v1_01021		903876435v1_01017	903876435v1_01637	903876435v1_01636																	903876435v1_01876	903876435v1_01875			903876435v1_00393	903876435v1_00391			903876435v1_00799	903876435v1_00390		
GCA_007281315.1																																	007281315v1_00883			007281315v1_00576	007281315v1_00573	007281315v1_00575,007281315v1_01429		007281315v1_00773	007281315v1_00777	007281315v1_00778	007281315v1_00772	007281315v1_00775						007281315v1_00540																			007281315v1_00464	007281315v1_00463			007281315v1_00461	007281315v1_00462								
GCA_016936075.1												016936075v1_03365,016936075v1_03363,016936075v1_03361											016936075v1_00146		016936075v1_01146	016936075v1_01145						016936075v1_00152	016936075v1_00970					016936075v1_01985,016936075v1_00454,016936075v1_00008						016936075v1_02703							016936075v1_00196													016936075v1_00211	016936075v1_00212	016936075v1_00213	016936075v1_00214	016936075v1_00215	016936075v1_01141	016936075v1_01142	016936075v1_01140	016936075v1_01139	016936075v1_01144	016936075v1_01143								
GCA_013202635.1					013202635v1_03236						013202635v1_03235	013202635v1_01815,013202635v1_01919												013202635v1_03532,013202635v1_02710,013202635v1_03072		013202635v1_02268	013202635v1_02228						013202635v1_02421			013202635v1_00625,013202635v1_01606	013202635v1_01608	013202635v1_01609	013202635v1_02725	013202635v1_02726	013202635v1_02727		013202635v1_01873	013202635v1_01871					013202635v1_03495		013202635v1_03497																		013202635v1_02101	013202635v1_02100			013202635v1_02098	013202635v1_02099								
GCA_903927855.1												903927855v1_00409,903927855v1_00407													903927855v1_01058	903927855v1_01057						903927855v1_01290	903927855v1_00940			903927855v1_00238	903927855v1_00261	903927855v1_00239	903927855v1_01559			903927855v1_01446,903927855v1_01558									903927855v1_01572	903927855v1_01573																							903927855v1_00447	903927855v1_00449	903927855v1_00448			903927855v1_00450		903927855v1_00135
GCA_013203945.1			013203945v1_03788		013203945v1_01760							013203945v1_00542		013203945v1_04479										013203945v1_01104,013203945v1_02841,013203945v1_03812,013203945v1_01819	013203945v1_04456,013203945v1_04956	013203945v1_04457						013203945v1_02968	013203945v1_01861		013203945v1_03509,013203945v1_00348	013203945v1_03458	013203945v1_03462	013203945v1_03461,013203945v1_00727,013203945v1_01212,013203945v1_00577								013203945v1_00349																		013203945v1_04381	013203945v1_04380				013203945v1_00013	013203945v1_00012	013203945v1_00014	013203945v1_00015	013203945v1_00010	013203945v1_00011								
GCA_903836555.1												903836555v1_01642,903836555v1_01644													903836555v1_00124	903836555v1_00123						903836555v1_00035				903836555v1_01708	903836555v1_00579	903836555v1_01709	903836555v1_00048			903836555v1_00046,903836555v1_00047									903836555v1_00039	903836555v1_00038																							903836555v1_01944	903836555v1_01946	903836555v1_01945	903836555v1_01948	903836555v1_01950	903836555v1_01947		903836555v1_01949
GCA_903899895.1												903899895v1_00597,903899895v1_00595													903899895v1_01979	903899895v1_01978						903899895v1_02034				903899895v1_01480	903899895v1_02175	903899895v1_01481	903899895v1_01795			903899895v1_01793,903899895v1_01794									903899895v1_01786	903899895v1_01785																							903899895v1_00993	903899895v1_00991	903899895v1_00992	903899895v1_00989	903899895v1_00987	903899895v1_00990		903899895v1_00988
GCA_003170415.1												003170415v1_01754,003170415v1_01480,003170415v1_01752								003170415v1_00422	003170415v1_00420	003170415v1_00421			003170415v1_00111	003170415v1_00112						003170415v1_00624	003170415v1_02025			003170415v1_01021	003170415v1_00296	003170415v1_01022	003170415v1_01269			003170415v1_01271									003170415v1_01278	003170415v1_01279																							003170415v1_01321	003170415v1_01319	003170415v1_01320	003170415v1_01317	003170415v1_01315	003170415v1_01318		003170415v1_01316
GCA_016932095.1												016932095v1_00793													016932095v1_01877	016932095v1_01876							016932095v1_01683				016932095v1_01101	016932095v1_00685,016932095v1_00807	016932095v1_01348	016932095v1_01347	016932095v1_01346	016932095v1_01345,016932095v1_01349	016932095v1_01344	016932095v1_01342	016932095v1_00346						016932095v1_01352														016932095v1_01880	016932095v1_01881	016932095v1_01882	016932095v1_01883	016932095v1_00566	016932095v1_00567	016932095v1_00565,016932095v1_01879	016932095v1_00564	016932095v1_00569	016932095v1_00568								
GCA_003644215.1												003644215v1_00511											003644215v1_00016,003644215v1_00710													003644215v1_00240,003644215v1_00230	003644215v1_00020	003644215v1_00019							003644215v1_01074	003644215v1_01073																	003644215v1_00229	003644215v1_00228	003644215v1_00227	003644215v1_00226	003644215v1_00225	003644215v1_00224	003644215v1_00233		003644215v1_00234	003644215v1_00235			003644215v1_00729	003644215v1_00731	003644215v1_00730	003644215v1_00469	003644215v1_00471	003644215v1_00732	003644215v1_00472	003644215v1_00470
GCA_003644155.1					003644155v1_01232						003644155v1_01231	003644155v1_00294											003644155v1_00876										003644155v1_01020			003644155v1_00512,003644155v1_01807	003644155v1_01265	003644155v1_00509,003644155v1_00356																										003644155v1_01430	003644155v1_01429	003644155v1_01428	003644155v1_01427				003644155v1_01825	003644155v1_01824,003644155v1_01431			003644155v1_01913	003644155v1_01911	003644155v1_01912					
GCA_013349435.1			013349435v1_01913								013349435v1_00486	013349435v1_01272		013349435v1_01073						013349435v1_02066	013349435v1_02068	013349435v1_02067	013349435v1_01033	013349435v1_00048,013349435v1_01038	013349435v1_01034	013349435v1_01035					013349435v1_00706		013349435v1_00907,013349435v1_02332			013349435v1_00998	013349435v1_01001	013349435v1_00999	013349435v1_01892	013349435v1_01893	013349435v1_01894	013349435v1_01895,013349435v1_01891	013349435v1_01896	013349435v1_01898					013349435v1_01889	013349435v1_01292	013349435v1_01887												013349435v1_00708	013349435v1_00709	013349435v1_00710	013349435v1_00711	013349435v1_00712	013349435v1_00713	013349435v1_00224	013349435v1_00225	013349435v1_00223	013349435v1_02701	013349435v1_00227	013349435v1_00226	013349435v1_01187	013349435v1_01185		013349435v1_01183	013349435v1_01181	013349435v1_01184	013349435v1_01180	013349435v1_01182
GCA_002117005.1												002117005v1_01546											002117005v1_00820		002117005v1_01284	002117005v1_01285												002117005v1_01292																														002117005v1_01527	002117005v1_00175	002117005v1_00174	002117005v1_00176	002117005v1_00177	002117005v1_00172	002117005v1_00173	002117005v1_00502	002117005v1_00504	002117005v1_00503	002117005v1_00506	002117005v1_00508	002117005v1_00505	002117005v1_00509	002117005v1_00507
GCA_016930295.1					016930295v1_00749						016930295v1_00748	016930295v1_00596,016930295v1_00594											016930295v1_02810	016930295v1_00882	016930295v1_01828							016930295v1_01198	016930295v1_01696			016930295v1_03035	016930295v1_03037	016930295v1_03036,016930295v1_02497,016930295v1_01367,016930295v1_00399,016930295v1_00946,016930295v1_01983,016930295v1_01986																									016930295v1_01474	016930295v1_00743	016930295v1_00744	016930295v1_00745	016930295v1_00746	016930295v1_00747	016930295v1_03068	016930295v1_03067	016930295v1_03069,016930295v1_03198	016930295v1_03070,016930295v1_03197	016930295v1_03065	016930295v1_03066	016930295v1_01894	016930295v1_01896	016930295v1_01895	016930295v1_01898	016930295v1_00605	016930295v1_01897	016930295v1_00606	
GCA_007135695.1																							007135695v1_01549	007135695v1_00270										007135695v1_00779	007135695v1_00780			007135695v1_00036,007135695v1_00160																									007135695v1_00472	007135695v1_01620	007135695v1_01619	007135695v1_01618	007135695v1_01617	007135695v1_01616	007135695v1_02134	007135695v1_02133	007135695v1_02135	007135695v1_02136						007135695v1_00536		007135695v1_00534		007135695v1_00537
GCA_016209665.1			016209665v1_01898			016209665v1_03254				016209665v1_03156		016209665v1_03087,016209665v1_01379					016209665v1_02820			016209665v1_01924	016209665v1_01926	016209665v1_01925					016209665v1_02134				016209665v1_02501	016209665v1_03357			016209665v1_02874			016209665v1_00861,016209665v1_04267,016209665v1_02368									016209665v1_01541,016209665v1_01180	016209665v1_01179	016209665v1_01178	016209665v1_01175,016209665v1_03147,016209665v1_04292	016209665v1_00618,016209665v1_03148	016209665v1_00616,016209665v1_01181	016209665v1_00615		016209665v1_02362	016209665v1_02363	016209665v1_02364,016209665v1_01260														016209665v1_01906	016209665v1_01905,016209665v1_00440			016209665v1_02243	016209665v1_02241		016209665v1_01401	016209665v1_01596	016209665v1_02240	016209665v1_01595	016209665v1_01399
GCA_002320775.1												002320775v1_00791			002320775v1_01415								002320775v1_02760	002320775v1_02399,002320775v1_01414,002320775v1_02759			002320775v1_02673					002320775v1_00794		002320775v1_01309	002320775v1_01308,002320775v1_01303			002320775v1_02983									002320775v1_00777,002320775v1_00781	002320775v1_00782,002320775v1_00776	002320775v1_00775,002320775v1_00783	002320775v1_00774,002320775v1_00784	002320775v1_01165,002320775v1_00773	002320775v1_01164,002320775v1_00772	002320775v1_01163,002320775v1_00771	002320775v1_00770,002320775v1_01162	002320775v1_01161,002320775v1_00769	002320775v1_01160,002320775v1_00768	002320775v1_01159,002320775v1_00767																						002320775v1_03041		002320775v1_03042	
GCA_902607325.1																								902607325v1_00177										902607325v1_00615	902607325v1_00616			902607325v1_00239																	902607325v1_00854	902607325v1_00855	902607325v1_00856,902607325v1_00907																									
GCA_002695115.1												002695115v1_02132												002695115v1_00043			002695115v1_01285					002695115v1_02128		002695115v1_00114	002695115v1_00115			002695115v1_02304							002695115v1_01081		002695115v1_01526,002695115v1_01522	002695115v1_01521,002695115v1_01527	002695115v1_01520,002695115v1_01528	002695115v1_01519,002695115v1_01529	002695115v1_01518,002695115v1_01533,002695115v1_01534	002695115v1_01535,002695115v1_01517	002695115v1_01536,002695115v1_01516	002695115v1_01515	002695115v1_01537,002695115v1_01514	002695115v1_01538,002695115v1_01513	002695115v1_01512,002695115v1_01539																									
GCA_005801495.1					005801495v1_00166,005801495v1_01934	005801495v1_00170	005801495v1_00172					005801495v1_01052				005801495v1_02964	005801495v1_02963							005801495v1_01827								005801495v1_00214			005801495v1_03517,005801495v1_03139,005801495v1_00164			005801495v1_01620							005801495v1_02046,005801495v1_02333		005801495v1_02787,005801495v1_00731	005801495v1_02788,005801495v1_00730	005801495v1_00729,005801495v1_02789	005801495v1_02790,005801495v1_00728	005801495v1_03553	005801495v1_03552		005801495v1_03566	005801495v1_03565	005801495v1_03564	005801495v1_03563,005801495v1_03252																		005801495v1_00207	005801495v1_00209	005801495v1_00208					
GCA_016209605.1			016209605v1_04273,016209605v1_01633,016209605v1_03037			016209605v1_01015	016209605v1_01017					016209605v1_04072,016209605v1_02585											016209605v1_04143	016209605v1_00931,016209605v1_03403						016209605v1_03381	016209605v1_01893			016209605v1_00007,016209605v1_02848,016209605v1_04181	016209605v1_04182,016209605v1_01030,016209605v1_02847,016209605v1_00006			016209605v1_03253								016209605v1_02846	016209605v1_02687,016209605v1_03657	016209605v1_02688,016209605v1_03656	016209605v1_02689,016209605v1_03655	016209605v1_02690,016209605v1_03654,016209605v1_02097	016209605v1_02691	016209605v1_02692	016209605v1_02693	016209605v1_02694	016209605v1_02695	016209605v1_03460,016209605v1_02696	016209605v1_03459,016209605v1_02697																		016209605v1_02667	016209605v1_02669	016209605v1_02668	016209605v1_02671	016209605v1_02673	016209605v1_02670	016209605v1_02674	016209605v1_02672
GCA_000786775.1	000786775v1_01606	000786775v1_01057,000786775v1_03563		000786775v1_01598,000786775v1_02957	000786775v1_03708,000786775v1_00768,000786775v1_01605,000786775v1_03700,000786775v1_03911,000786775v1_01208,000786775v1_03912	000786775v1_01082	000786775v1_01086		000786775v1_03897		000786775v1_01594	000786775v1_02020,000786775v1_02154,000786775v1_02157,000786775v1_02151,000786775v1_00628,000786775v1_02014,000786775v1_02161,000786775v1_02208,000786775v1_02209	000786775v1_03702	000786775v1_03323,000786775v1_01220			000786775v1_00167	000786775v1_00837	000786775v1_02075	000786775v1_00771,000786775v1_01172	000786775v1_00774,000786775v1_01169	000786775v1_00772,000786775v1_01171	000786775v1_01822	000786775v1_02117,000786775v1_02305,000786775v1_00117	000786775v1_02468,000786775v1_03327	000786775v1_01154,000786775v1_00480				000786775v1_03638	000786775v1_00817,000786775v1_03955	000786775v1_02025	000786775v1_03737	000786775v1_00615,000786775v1_02640,000786775v1_03644	000786775v1_02639,000786775v1_03642,000786775v1_03905	000786775v1_00899,000786775v1_00900	000786775v1_00997,000786775v1_03898,000786775v1_03899,000786775v1_03900	000786775v1_00346,000786775v1_02580,000786775v1_02616,000786775v1_00888,000786775v1_03425,000786775v1_02719,000786775v1_03111,000786775v1_03597,000786775v1_02725,000786775v1_02724,000786775v1_01370,000786775v1_02721,000786775v1_03065,000786775v1_00934,000786775v1_03916,000786775v1_02736,000786775v1_02723,000786775v1_00941,000786775v1_00937	000786775v1_02544	000786775v1_02934,000786775v1_02545	000786775v1_02546,000786775v1_02534	000786775v1_02535,000786775v1_02541,000786775v1_02547,000786775v1_02538,000786775v1_02537,000786775v1_02548	000786775v1_01987,000786775v1_02549	000786775v1_02551,000786775v1_01985	000786775v1_01007,000786775v1_02007	000786775v1_03198,000786775v1_03643,000786775v1_02641	000786775v1_02013	000786775v1_02012	000786775v1_02011	000786775v1_02010	000786775v1_02006	000786775v1_02005	000786775v1_02004	000786775v1_02003	000786775v1_02002	000786775v1_02001	000786775v1_02000								000786775v1_02179		000786775v1_02181	000786775v1_02182		000786775v1_02180	000786775v1_02177	000786775v1_02176			000786775v1_01315,000786775v1_01387	000786775v1_01385,000786775v1_01317	000786775v1_01386,000786775v1_01316	000786775v1_01319,000786775v1_01384,000786775v1_01320,000786775v1_01383	000786775v1_01322,000786775v1_01394,000786775v1_01393	000786775v1_01318	000786775v1_01323	000786775v1_01321,000786775v1_01382
